Wood Buffalo Environmental Association - Continuous Ambient Air Quality Monitoring Program
For authorized use only
AMS21, L1, 5Mn
Exported On:,2022/08/24,11:05
Date Range:,2022/5/23,0:00,to,2022/8/23,23:00

Date/Time, SO2 (ppb), TRS (ppb), NO2 (ppb), NOx (ppb), NO (ppb), O3 (ppb), NMHC (ppm), CH4 (ppm), THC (ppm), PM2.5 (ug/m3), Wind Speed @ 10m (km/h), Wind Direction @ 10m (deg.), Relative Humidity (%), Temp (deg. C)
2022-07-03 20:15:00,0.79,0.34,1.9,2.12,0.22,32.01,0.052,2.05,2.1,9.39,2.93,68.93,73,15.37
2022-07-03 20:20:00,0.66,0.34,1.72,1.92,0.2,31.26,0.054,2.05,2.1,9.45,2.26,130.8,73,15.45
2022-07-03 20:25:00,0.59,0.36,1.83,2.04,0.21,29.12,0.035,2.06,2.09,9.03,1.47,134.2,75,15.19
2022-07-03 20:30:00,0.87,0.33,1.76,1.94,0.18,30.74,0.048,2.05,2.1,8.95,1.16,170.4,75,14.96
2022-07-03 20:35:00,0.67,0.27,1.55,1.77,0.22,32.08,0.051,2.04,2.09,9.36,0.26,211.7,76,14.84
2022-07-03 20:40:00,0.44,0.34,1.6,1.77,0.17,27.18,0.043,2.06,2.1,9.64,0.81,211.5,79,14.58
2022-07-03 20:45:00,0.38,0.42,1.48,1.63,0.15,22.86,0.053,2.17,2.22,9.21,0.28,211.5,82,14.44
2022-07-03 20:50:00,0.78,0.35,1.44,1.62,0.18,25.58,0.05,2.07,2.12,8.66,1.92,11.33,81,14.22
2022-07-03 20:55:00,0.42,0.33,1.36,1.55,0.19,22.74,0.056,2.06,2.11,8.69,2.08,357.6,83,14
2022-07-03 21:00:00,0.62,0.35,1.52,1.69,0.18,21.46,0.062,2.08,2.14,8.82,3.25,336.8,84,13.76
2022-07-03 21:05:00,0.46,0.36,1.49,1.65,0.16,20.81,0.053,2.11,2.16,8.85,2.49,332.1,87,13.44
2022-07-03 21:10:00,0.53,0.37,1.51,1.69,0.19,20.19,0.059,2.11,2.17,8.94,2.57,337.7,87,13.29
2022-07-03 21:15:00,0.43,0.34,1.52,1.71,0.18,18.26,0.069,2.08,2.15,9.07,3.36,356.6,88,13.03
2022-07-03 21:20:00,0.58,0.39,1.38,1.56,0.17,16.76,0.078,2.14,2.21,9.09,2.56,346.6,90,12.74
2022-07-03 21:25:00,0.42,0.35,1.33,1.48,0.15,16.45,0.064,2.13,2.19,9.11,2.23,290.6,90,12.57
2022-07-03 21:30:00,0.44,0.45,1.3,1.48,0.18,13.42,0.079,2.14,2.22,10.4,4.9,4.26,89,12.68
2022-07-03 21:35:00,0.44,0.5,1.33,1.5,0.17,11.54,0.068,2.24,2.31,12.43,4.32,345.8,92,12.12
2022-07-03 21:40:00,0.41,0.43,1.49,1.65,0.17,14.71,0.101,2.14,2.25,19.16,2.22,271.5,93,11.9
2022-07-03 21:45:00,0.43,0.47,1.01,1.16,0.15,14.58,0.097,2.11,2.2,22.82,1.92,354.6,93,11.8
2022-07-03 21:50:00,0.3,0.51,0.98,1.13,0.15,16.65,0.115,2.11,2.23,29.42,2.29,287.9,93,11.77
2022-07-03 21:55:00,0.38,0.45,1.22,1.33,0.12,14.44,0.139,2.1,2.23,43.53,1.39,319,93,11.57
2022-07-03 22:00:00,0.33,0.59,0.73,0.9,0.17,7.82,0.09,2.22,2.31,37.27,3.24,5.68,94,11.3
2022-07-03 22:05:00,0.23,0.53,0.75,0.92,0.18,6.76,0.08,2.25,2.33,16.13,3.84,359.5,94,11.06
2022-07-03 22:10:00,0.45,0.5,1.14,1.35,0.21,6.96,0.09,2.25,2.34,12.2,3.47,341.3,94,10.77
2022-07-03 22:15:00,0.23,0.49,0.84,1.02,0.18,6.11,0.086,2.26,2.34,16.52,3.42,15.8,95,10.6
2022-07-03 22:20:00,0.24,0.47,0.74,0.94,0.2,6.64,0.085,2.23,2.32,16.17,0.97,4.81,96,10.52
2022-07-03 22:25:00,0.28,0.44,1.46,1.61,0.15,10.25,0.119,2.16,2.28,16.43,2.08,329,95,10.75
2022-07-03 22:30:00,0.26,0.52,0.97,1.14,0.17,5.71,0.101,2.31,2.41,19.57,4.03,353.8,93,10.84
2022-07-03 22:35:00,0.63,0.58,0.98,1.17,0.19,5.44,0.127,2.31,2.44,22.73,2.41,332.1,93,10.35
2022-07-03 22:40:00,0.44,0.42,0.6,0.81,0.21,7.79,0.103,2.21,2.31,25.17,2.45,316,95,10.12
2022-07-03 22:45:00,0.15,0.36,0.58,0.74,0.16,6.5,0.08,2.16,2.24,20.66,1.08,318.4,95,10.02
2022-07-03 22:50:00,0.33,0.39,0.58,0.8,0.22,5.74,0.089,2.18,2.27,10.2,2.22,176.1,95,9.8
2022-07-03 22:55:00,0.37,0.31,1.19,1.54,0.35,6.45,0.136,2.29,2.43,11.5,2.61,202,96,9.74
2022-07-03 23:00:00,0.38,0.46,0.76,0.94,0.18,4.74,0.118,2.52,2.64,14.61,1.32,128.1,96,9.6
2022-07-03 23:05:00,0.15,0.44,0.68,0.81,0.13,4.65,0.098,2.42,2.52,15.21,1.68,86,97,9.55
2022-07-03 23:10:00,0.35,0.38,0.59,0.75,0.16,4.81,0.1,2.24,2.34,12.94,0.36,44.93,96,9.37
2022-07-03 23:15:00,0.3,0.47,0.42,0.63,0.21,3.34,0.087,2.17,2.25,11.72,0.21,44.9,96,9.16
2022-07-03 23:20:00,0.49,0.4,0.54,0.76,0.21,4.04,0.094,2.25,2.34,11.48,0.07,356.2,96,8.88
2022-07-03 23:25:00,0.45,0.46,0.38,0.57,0.19,2.84,0.086,2.28,2.37,11.14,1.64,347.1,97,8.76
2022-07-03 23:30:00,0.31,0.46,0.4,0.68,0.28,2.47,0.089,2.31,2.4,10.56,0.81,336.9,97,8.6
2022-07-03 23:35:00,0.24,0.39,0.59,0.9,0.3,3.01,0.09,2.25,2.34,10.11,0.73,201.1,97,8.34
2022-07-03 23:40:00,0.27,0.36,0.67,0.93,0.26,3.05,0.091,2.25,2.34,10.39,2.46,171,97,8.36
2022-07-03 23:45:00,0.15,0.31,0.93,1.2,0.27,3.28,0.118,2.57,2.69,12.65,2.55,178.7,97,8.38
2022-07-03 23:50:00,0.45,0.33,0.71,0.92,0.22,3.21,0.096,2.6,2.7,14.08,2.33,152.9,97,8.38
2022-07-03 23:55:00,0.35,0.28,0.7,0.96,0.26,3.38,0.097,2.54,2.63,13.35,2.14,171.3,97,8.55
2022-07-04 00:00:00,0.38,0.36,0.67,0.88,0.22,2.96,0.103,2.55,2.66,12.35,1.48,155.1,97,8.41
2022-07-04 00:05:00,0.41,0.35,Z/S,Z/S,Z/S,4.21,0.091,2.36,2.45,12.17,3.32,200.1,97,8.52
2022-07-04 00:10:00,0.27,0.28,Z/S,Z/S,Z/S,4.27,0.102,2.3,2.4,12.63,2.19,152.9,97,8.61
2022-07-04 00:15:00,0.48,0.31,Z/S,Z/S,Z/S,3.14,0.087,2.52,2.61,12.91,1.92,150.7,97,8.55
2022-07-04 00:20:00,0.31,0.31,Z/S,Z/S,Z/S,4.23,0.084,2.4,2.48,12.45,1.77,11.78,97,8.63
2022-07-04 00:25:00,0.44,0.29,Z/S,Z/S,Z/S,3.79,0.088,2.34,2.43,12.09,0.88,333.9,97,8.47
2022-07-04 00:30:00,0.4,0.38,Z/S,Z/S,Z/S,2.85,0.075,2.35,2.42,11.94,1.97,140,97,8.25
2022-07-04 00:35:00,0.39,0.51,Z/S,Z/S,Z/S,1.82,0.087,2.41,2.5,11.53,2.09,155.3,97,8.17
2022-07-04 00:40:00,0.31,0.36,Z/S,Z/S,Z/S,3.36,0.088,2.35,2.44,12.6,2.43,184,97,7.95
2022-07-04 00:45:00,0.43,0.28,Z/S,Z/S,Z/S,5.19,0.094,2.27,2.37,14.19,3.28,194.7,97,7.82
2022-07-04 00:50:00,0.5,0.2,Z/S,Z/S,Z/S,3.68,0.088,2.34,2.43,14.52,2.9,180.3,97,7.9
2022-07-04 00:55:00,0.42,0.27,Z/S,Z/S,Z/S,4.12,0.082,2.37,2.45,13.05,1.36,145.9,97,7.71
2022-07-04 01:00:00,0.31,0.27,Z/S,Z/S,Z/S,1.77,0.082,2.3,2.38,11.51,2.09,3.87,97,7.51
2022-07-04 01:05:00,0.37,0.33,0.66,1.02,0.36,1.25,0.092,2.32,2.41,10.97,0.58,351.5,97,7.09
2022-07-04 01:10:00,0.68,0.29,0.75,1.01,0.25,2,0.09,2.31,2.4,10.67,2.46,217.5,97,6.92
2022-07-04 01:15:00,0.52,0.28,0.79,1.03,0.25,2.16,0.086,2.26,2.35,10.68,1.33,339,97,6.98
2022-07-04 01:20:00,0.27,0.4,0.53,0.83,0.3,1.26,0.092,2.3,2.39,10.58,1.39,180.8,97,6.8
2022-07-04 01:25:00,0.11,0.36,0.53,0.76,0.23,1.28,0.089,2.3,2.39,10.23,1.47,162.2,98,6.7
2022-07-04 01:30:00,0.33,0.41,0.39,0.63,0.25,0.9,0.094,2.33,2.42,9.97,1.5,122.9,98,6.69
2022-07-04 01:35:00,0.3,0.38,0.33,0.61,0.29,1,0.093,2.27,2.36,10.05,0.18,218.2,98,6.51
2022-07-04 01:40:00,0.28,0.37,0.37,0.6,0.23,1.33,0.094,2.3,2.39,10.19,1.7,192.9,98,6.36
2022-07-04 01:45:00,0.21,0.36,0.45,0.68,0.23,1.46,0.087,2.29,2.38,10.32,1.85,201.6,98,6.31
2022-07-04 01:50:00,0.39,0.43,0.31,0.69,0.38,1.02,0.09,2.32,2.41,10.48,0.54,310.8,98,6.39
2022-07-04 01:55:00,0.48,0.45,0.19,0.44,0.25,0.46,0.096,2.41,2.5,10.28,1.53,9.81,98,6.18
2022-07-04 02:00:00,0.4,0.45,0.2,0.52,0.32,0.58,Z/S,Z/S,Z/S,9.82,3.18,18.9,98,5.94
2022-07-04 02:05:00,Z/S,0.34,0.2,0.55,0.35,0.95,Z/S,Z/S,Z/S,10.11,4.51,344.4,98,5.55
2022-07-04 02:10:00,Z/S,0.37,0.22,0.43,0.21,0.69,Z/S,Z/S,Z/S,10.17,2.92,330,98,5.19
2022-07-04 02:15:00,Z/S,0.26,0.21,0.42,0.21,0.92,Z/S,Z/S,Z/S,9.63,1.53,333.9,98,5.12
2022-07-04 02:20:00,Z/S,0.27,0.2,0.5,0.3,0.97,Z/S,Z/S,Z/S,9.73,2.5,298.8,98,5.18
2022-07-04 02:25:00,Z/S,0.3,0.23,0.5,0.26,0.94,Z/S,Z/S,Z/S,10.24,2.53,341.1,98,5.3
2022-07-04 02:30:00,Z/S,0.29,0.12,0.45,0.33,0.68,Z/S,Z/S,Z/S,9.98,2.1,306.7,98,5.22
2022-07-04 02:35:00,Z/S,0.35,0.24,0.5,0.25,0.94,Z/S,Z/S,Z/S,9.71,1.57,242.8,98,5.12
2022-07-04 02:40:00,Z/S,0.3,0.28,0.48,0.2,0.9,Z/S,Z/S,Z/S,9.88,1.11,177.1,98,5.04
2022-07-04 02:45:00,Z/S,0.26,0.37,0.73,0.36,1.03,Z/S,Z/S,Z/S,9.97,1.79,195.1,98,5.12
2022-07-04 02:50:00,Z/S,0.31,0.3,0.72,0.42,1.05,Z/S,Z/S,Z/S,10.02,0.85,182.3,98,5.13
2022-07-04 02:55:00,Z/S,0.44,0.24,0.59,0.35,0.81,Z/S,Z/S,Z/S,9.93,0.39,100.6,98,5.1
2022-07-04 03:00:00,Z/S,Z/S,0.13,0.53,0.39,0.71,Z/S,Z/S,Z/S,9.73,1.05,320.5,98,5.03
2022-07-04 03:05:00,0.42,Z/S,0.14,0.45,0.31,0.74,0.089,2.34,2.43,9.83,2.07,353.8,98,4.9
2022-07-04 03:10:00,0.52,Z/S,0.15,0.48,0.33,0.48,0.089,2.32,2.41,9.82,2.03,8.99,98,4.75
2022-07-04 03:15:00,0.15,Z/S,0.15,0.46,0.31,0.56,0.091,2.3,2.39,9.79,1.4,17.12,98,4.64
2022-07-04 03:20:00,0.23,Z/S,0.13,0.49,0.36,0.65,0.087,2.31,2.39,9.84,0.02,19.2,98,4.39
2022-07-04 03:25:00,0.31,Z/S,0.16,0.47,0.3,0.73,0.088,2.32,2.4,9.69,1.05,19.7,98,4.55
2022-07-04 03:30:00,0.4,Z/S,0.18,0.46,0.28,0.56,0.089,2.29,2.38,9.48,2.42,6.17,98,4.39
2022-07-04 03:35:00,0.4,Z/S,0.14,0.53,0.39,0.88,0.094,2.32,2.41,10.29,3.25,344.5,98,4.16
2022-07-04 03:40:00,0.43,Z/S,0.11,0.43,0.31,0.61,0.079,2.31,2.39,10.62,1.66,312.1,98,4
2022-07-04 03:45:00,0.26,Z/S,0.13,0.36,0.23,0.71,0.091,2.29,2.39,9.91,0.83,272.4,98,3.93
2022-07-04 03:50:00,0.48,Z/S,0.09,0.39,0.29,0.66,0.102,2.3,2.4,9.51,0.63,8.68,98,4.01
2022-07-04 03:55:00,0.37,Z/S,0.15,0.55,0.4,0.58,0.096,2.3,2.4,9.53,1.07,258.6,98,4.01
2022-07-04 04:00:00,0.34,Z/S,0.07,0.38,0.31,0.87,0.101,2.31,2.41,10.1,1.67,327.5,98,4.22
2022-07-04 04:05:00,0.19,0.44,0.11,0.42,0.31,Z/S,0.102,2.33,2.43,10.25,1.09,254.4,99,4.39
2022-07-04 04:10:00,0.15,0.4,0.19,0.49,0.29,Z/S,0.095,2.3,2.39,9.83,1.54,350.5,99,4.62
2022-07-04 04:15:00,0.22,0.31,0.28,0.64,0.35,Z/S,0.101,2.28,2.38,9.61,2.38,263,99,4.85
2022-07-04 04:20:00,0.28,0.3,0.38,0.8,0.43,Z/S,0.089,2.25,2.34,10.06,1.86,279.1,99,5.03
2022-07-04 04:25:00,0.27,0.2,0.38,0.79,0.41,Z/S,0.093,2.25,2.34,10.94,1.4,341.1,99,5.33
2022-07-04 04:30:00,0.34,0.3,0.26,0.62,0.36,Z/S,0.096,2.27,2.36,11.19,3.52,354.9,99,5.59
2022-07-04 04:35:00,0.21,0.38,0.11,0.46,0.35,Z/S,0.099,2.29,2.39,10.96,4.31,348.1,99,5.81
2022-07-04 04:40:00,0.19,0.3,0.12,0.54,0.42,Z/S,0.091,2.3,2.4,10.7,3.24,335.5,99,5.92
2022-07-04 04:45:00,0.55,0.33,0.73,1.18,0.45,Z/S,0.094,2.3,2.4,10.63,2.27,340,99,6.05
2022-07-04 04:50:00,0.49,0.32,0.81,1.31,0.5,Z/S,0.086,2.31,2.4,10.69,3.13,357.8,99,6.34
2022-07-04 04:55:00,0.32,0.29,1.24,1.84,0.6,Z/S,0.089,2.29,2.37,11.01,2.68,358.2,99,6.56
2022-07-04 05:00:00,0.44,0.31,1.45,2.12,0.67,Z/S,0.081,2.26,2.34,11.26,2.51,0.12,99,6.5
2022-07-04 05:05:00,0.28,0.3,1.28,1.92,0.64,3.31,0.072,2.26,2.33,11.36,2.81,350.2,99,6.66
2022-07-04 05:10:00,0.43,0.26,1.38,2.02,0.65,4.65,0.074,2.24,2.31,11.52,2,270.3,99,6.72
2022-07-04 05:15:00,0.36,0.18,1.53,2.11,0.58,8.59,0.067,2.13,2.2,11.97,2.32,253.4,99,7.29
2022-07-04 05:20:00,0.28,0.22,1.26,1.75,0.5,8.57,0.077,2.13,2.2,12.2,1.2,319.8,99,7.59
2022-07-04 05:25:00,0.35,0.26,1.34,1.85,0.51,7.73,0.066,2.12,2.19,12.1,2.02,332.9,99,7.6
2022-07-04 05:30:00,0.38,0.23,0.84,1.21,0.36,8.49,0.064,2.11,2.18,12.04,1.69,323.5,99,7.71
2022-07-04 05:35:00,0.45,0.23,0.52,0.84,0.32,9.21,0.065,2.12,2.19,12.09,3.74,12.03,99,7.74
2022-07-04 05:40:00,0.18,0.23,0.53,0.77,0.24,10.04,0.061,2.11,2.17,11.89,3.51,9.59,99,7.6
2022-07-04 05:45:00,0.17,0.19,0.36,0.65,0.29,10,0.061,2.03,2.09,11.66,2.25,2.05,99,7.78
2022-07-04 05:50:00,0.29,0.22,0.4,0.65,0.25,9.76,0.058,2.11,2.17,11.64,2.87,343.8,99,7.76
2022-07-04 05:55:00,0.27,0.22,0.37,0.59,0.22,9.85,0.061,2.1,2.16,11.6,3.75,344.3,99,7.79
2022-07-04 06:00:00,0.16,0.24,0.3,0.56,0.25,9.73,0.058,2.1,2.16,11.5,3.84,13.58,99,7.87
2022-07-04 06:05:00,0.3,0.23,0.33,0.58,0.25,9.58,0.063,2.13,2.19,11.46,2.56,343.5,99,7.94
2022-07-04 06:10:00,0.37,0.23,0.37,0.56,0.2,9.89,0.059,2.12,2.18,11.51,2.5,317.9,99,8.01
2022-07-04 06:15:00,0.29,0.21,0.33,0.57,0.24,9.43,0.058,2.1,2.16,11.57,4.46,354.9,99,8.13
2022-07-04 06:20:00,0.27,0.24,0.37,0.6,0.22,9.01,0.057,2.1,2.16,11.47,4.74,15.22,99,8.24
2022-07-04 06:25:00,0.43,0.23,0.29,0.52,0.24,8.79,0.06,2.1,2.16,11.43,4.02,339.4,99,8.34
2022-07-04 06:30:00,0.42,0.21,0.28,0.55,0.27,8.83,0.055,2.1,2.15,11.44,3.2,358.5,99,8.68
2022-07-04 06:35:00,0.21,0.18,0.29,0.53,0.24,9.25,0.06,2.1,2.16,11.46,4.19,350.9,99,8.91
2022-07-04 06:40:00,0.37,0.23,0.27,0.51,0.24,10.02,0.054,2.1,2.15,11.29,5,357.7,99,8.78
2022-07-04 06:45:00,0.36,0.24,0.3,0.5,0.2,9.79,0.052,2.1,2.16,11.1,6.71,350.3,99,8.88
2022-07-04 06:50:00,0.36,0.22,0.26,0.52,0.25,9.89,0.058,2.1,2.16,11.13,6.4,2.71,99,8.96
2022-07-04 06:55:00,0.37,0.23,0.25,0.49,0.23,9.8,0.058,2.1,2.16,11.2,6.34,29.25,99,9.25
2022-07-04 07:00:00,0.4,0.15,0.23,0.49,0.26,9.75,0.056,2.11,2.16,11.09,5.8,10.33,99,9.18
2022-07-04 07:05:00,0.27,0.22,0.17,0.42,0.25,10.1,0.051,2.1,2.15,10.94,6.92,14.53,99,9.11
2022-07-04 07:10:00,0.35,0.24,0.25,0.45,0.2,9.83,0.055,2.09,2.15,10.92,6.04,21.39,99,9.31
2022-07-04 07:15:00,0.32,0.23,0.17,0.45,0.28,10.07,0.057,2.1,2.15,11.21,5.26,13.27,99,9.26
2022-07-04 07:20:00,0.42,0.23,0.23,0.44,0.22,9.26,0.058,2.09,2.15,11.45,4.74,346.3,99,9.71
2022-07-04 07:25:00,0.51,0.21,0.14,0.4,0.26,9.73,0.055,2.09,2.14,11.45,3.72,13.9,99,9.6
2022-07-04 07:30:00,0.63,0.19,0.2,0.45,0.25,10.5,0.046,2.09,2.13,11.37,4.73,25.82,99,9.79
2022-07-04 07:35:00,0.29,0.23,0.32,0.48,0.16,11.14,0.054,2.09,2.15,11.32,5.61,11.32,98,9.83
2022-07-04 07:40:00,0.25,0.22,0.21,0.46,0.26,11.62,0.052,2.09,2.14,11.31,4.87,12.44,98,10.11
2022-07-04 07:45:00,0.61,0.2,0.38,0.64,0.26,12.12,0.043,2.09,2.13,11.29,5.03,47.16,98,10.43
2022-07-04 07:50:00,0.41,0.2,0.53,0.95,0.42,12.5,0.047,2.08,2.13,11.51,3.16,99.6,97,10.61
2022-07-04 07:55:00,0.61,0.23,0.58,0.98,0.4,12.14,0.052,2.09,2.14,11.76,2.72,322.3,96,11.33
2022-07-04 08:00:00,0.57,0.21,0.56,1.04,0.49,13.36,0.047,2.08,2.13,11.74,4.19,41.72,92,11.65
2022-07-04 08:05:00,0.65,0.22,0.6,1.13,0.54,13.89,0.045,2.07,2.12,11.79,4.09,48.23,89,12.04
2022-07-04 08:10:00,0.72,0.2,0.58,1.14,0.55,13.12,0.05,2.08,2.13,11.86,3.96,326,89,12.52
2022-07-04 08:15:00,0.63,0.21,0.59,1.12,0.53,13.56,0.057,2.07,2.13,11.81,3.96,265.5,86,12.86
2022-07-04 08:20:00,1,0.22,0.63,1.27,0.64,14.1,0.054,2.08,2.13,11.87,2.98,248.2,84,13.26
2022-07-04 08:25:00,0.82,0.28,0.71,1.23,0.52,14.35,0.053,2.07,2.13,11.88,3.69,251.6,84,13.28
2022-07-04 08:30:00,0.79,0.19,0.69,1.24,0.55,14.46,0.058,2.07,2.13,11.94,3.24,199.6,82,13.86
2022-07-04 08:35:00,1.03,0.24,0.65,1.17,0.52,15.32,0.055,2.07,2.13,12.18,4.36,193.8,79,14.47
2022-07-04 08:40:00,0.59,0.27,0.62,1.1,0.48,15.85,0.054,2.07,2.12,12.41,3.46,57.31,79,14.76
2022-07-04 08:45:00,0.47,0.19,0.52,0.91,0.4,15.57,0.048,2.06,2.11,12.28,4.68,18.59,78,15.03
2022-07-04 08:50:00,0.59,0.2,0.45,0.87,0.42,14.73,0.052,2.06,2.11,12.1,3.2,23.08,77,15.51
2022-07-04 08:55:00,0.71,0.24,0.4,0.76,0.36,15.61,0.052,2.06,2.12,11.9,4.73,37.67,76,15.5
2022-07-04 09:00:00,0.62,0.25,0.47,0.74,0.28,16.3,0.054,2.06,2.12,11.88,6.13,50.24,76,15.91
2022-07-04 09:05:00,0.34,0.22,0.46,0.71,0.26,17.27,0.052,2.06,2.12,12.06,5.59,72.51,72,16.98
2022-07-04 09:10:00,0.42,0.24,0.48,0.76,0.27,17.02,0.053,2.06,2.12,12.07,5.76,54.36,71,17.14
2022-07-04 09:15:00,0.51,0.19,0.47,0.74,0.27,17.32,0.048,2.06,2.11,11.93,5.41,354.8,73,17.17
2022-07-04 09:20:00,0.39,0.29,0.43,0.69,0.26,19.48,0.058,2.06,2.11,12.04,7.64,121.8,68,18.1
2022-07-04 09:25:00,0.55,0.23,0.47,0.66,0.19,21.44,0.05,2.05,2.1,12.34,8.33,105,67,18.24
2022-07-04 09:30:00,0.59,0.29,0.34,0.57,0.23,24.79,0.051,2.04,2.09,12.88,9.29,112.3,65,18.26
2022-07-04 09:35:00,0.57,0.29,0.41,0.63,0.22,26.06,0.05,2.04,2.09,13.43,7.99,62.25,64,18.56
2022-07-04 09:40:00,0.58,0.28,0.42,0.68,0.26,26.45,0.042,2.03,2.08,13.72,6.94,67.34,63,18.88
2022-07-04 09:45:00,0.36,0.29,0.5,0.76,0.26,25.61,0.045,2.04,2.08,13.86,9.86,136.8,63,18.91
2022-07-04 09:50:00,0.55,0.32,0.47,0.76,0.29,24.79,0.048,2.05,2.09,13.9,10.79,133.3,64,18.97
2022-07-04 09:55:00,0.36,0.32,0.42,0.64,0.22,24.66,0.057,2.05,2.11,14.2,8.49,120.6,65,18.9
2022-07-04 10:00:00,0.23,0.28,0.35,0.57,0.23,25.84,0.062,2.05,2.11,14.66,8.69,92.4,61,19.37
2022-07-04 10:05:00,0.29,0.27,0.38,0.61,0.23,25.19,0.056,2.05,2.1,14.5,8.75,64.24,63,18.98
2022-07-04 10:10:00,0.44,0.26,0.34,0.59,0.25,23.98,0.055,2.05,2.11,13.67,7.37,118,64,18.89
2022-07-04 10:15:00,0.31,0.31,0.34,0.53,0.2,24.76,0.053,2.05,2.1,13.48,11.25,109.7,62,19.17
2022-07-04 10:20:00,0.48,0.25,0.3,0.52,0.22,26.25,0.048,2.04,2.09,13.84,8.71,106,61,19.1
2022-07-04 10:25:00,0.33,0.28,0.48,0.72,0.24,24.29,0.043,2.06,2.1,13.93,8.97,81.8,63,19.24
2022-07-04 10:30:00,0.39,0.24,0.53,0.76,0.23,24.34,0.051,2.06,2.11,13.97,12.15,124.9,62,19.3
2022-07-04 10:35:00,0.5,0.31,0.4,0.65,0.25,23.74,0.047,2.05,2.1,14.25,10.71,117.5,62,19.42
2022-07-04 10:40:00,0.32,0.25,0.44,0.61,0.17,23.41,0.044,2.06,2.1,14.33,11.33,100.4,61,19.69
2022-07-04 10:45:00,0.42,0.32,0.61,1.03,0.42,23.35,0.047,2.06,2.11,14.1,9.37,118.2,59,19.95
2022-07-04 10:50:00,0.25,0.33,0.69,1.18,0.49,23.95,0.042,2.05,2.09,13.88,9.24,122,58,19.95
2022-07-04 10:55:00,0.43,0.28,0.41,0.65,0.23,24.95,0.05,2.04,2.09,13.88,8.44,54.5,57,20.15
2022-07-04 11:00:00,0.48,0.25,0.54,0.77,0.24,25.48,0.046,2.04,2.09,14,10.07,117.8,56,20.31
2022-07-04 11:05:00,0.2,0.27,0.58,0.91,0.33,25.82,0.048,2.05,2.09,14.24,7.07,105,55,20.02
2022-07-04 11:10:00,0.42,0.3,0.4,0.64,0.24,27.02,0.046,2.04,2.09,14.65,8.86,93.9,53,20.39
2022-07-04 11:15:00,0.47,0.27,0.35,0.54,0.19,28.11,0.043,2.03,2.08,14.42,9.61,95.4,51,20.83
2022-07-04 11:20:00,0.41,0.29,0.4,0.65,0.25,27.83,0.044,2.03,2.08,14.2,8.95,94.8,51,20.92
2022-07-04 11:25:00,0.44,0.28,0.32,0.53,0.21,28.06,0.045,2.04,2.08,13.96,10.07,125,51,20.63
2022-07-04 11:30:00,0.44,0.26,0.43,0.59,0.16,27.76,0.039,2.03,2.07,14.04,7.52,110.3,54,19.81
2022-07-04 11:35:00,0.38,0.27,0.29,0.51,0.22,27.12,0.046,2.04,2.08,13.78,9.28,98.4,55,19.64
2022-07-04 11:40:00,0.56,0.23,0.28,0.47,0.19,26.8,0.053,2.03,2.09,13.27,8.49,50.66,56,19.49
2022-07-04 11:45:00,0.43,0.23,0.33,0.5,0.17,27.25,0.043,2.03,2.07,13.04,11.28,52.7,56,19.44
2022-07-04 11:50:00,0.38,0.3,0.29,0.41,0.12,27.73,0.045,2.03,2.07,12.6,9.72,62.11,54,19.56
2022-07-04 11:55:00,0.32,0.22,0.25,0.37,0.12,27.89,0.049,2.03,2.07,12.04,5.4,71.61,54,19.31
2022-07-04 12:00:00,0.54,0.26,0.23,0.37,0.14,27.32,0.045,2.03,2.07,11.78,6.47,92.7,55,19.18
2022-07-04 12:05:00,0.42,0.24,0.27,0.37,0.1,29.26,0.047,2.02,2.07,11.57,7.58,109.6,51,19.22
2022-07-04 12:10:00,0.4,0.27,0.53,0.81,0.28,32.57,0.039,2.01,2.05,11.46,10.96,119.7,47,19.24
2022-07-04 12:15:00,0.34,0.29,0.23,0.4,0.18,33.61,0.036,2.01,2.05,10.99,11.34,116.6,46,19.22
2022-07-04 12:20:00,0.59,0.3,0.25,0.37,0.12,32.95,0.033,2.02,2.06,10.56,7.94,119.9,47,19.8
2022-07-04 12:25:00,0.3,0.28,0.19,0.38,0.19,33.67,0.039,2.02,2.06,10.41,13.8,135.9,45,19.99
2022-07-04 12:30:00,0.4,0.29,0.35,0.53,0.18,33.22,0.041,2.02,2.06,10.58,13.28,133,45,20.01
2022-07-04 12:35:00,0.36,0.27,0.23,0.36,0.13,34.28,0.042,2.02,2.06,10.57,10.74,119.8,43,20.57
2022-07-04 12:40:00,0.35,0.32,0.15,0.35,0.2,34.85,0.035,2.01,2.05,10.42,12.04,127.1,41,21.11
2022-07-04 12:45:00,0.36,0.23,0.19,0.38,0.19,34.34,0.042,2.01,2.05,10.11,11.96,122.9,41,21.45
2022-07-04 12:50:00,0.33,0.3,0.15,0.32,0.17,34.44,0.05,2.01,2.06,10.1,14.21,127.9,40,21.69
2022-07-04 12:55:00,0.38,0.29,0.15,0.34,0.19,34.84,0.039,2.01,2.05,9.93,12.94,134,39,21.4
2022-07-04 13:00:00,0.27,0.24,0.17,0.32,0.14,34.64,0.035,2.01,2.04,9.88,13.27,124.9,41,20.83
2022-07-04 13:05:00,0.39,0.23,0.5,0.83,0.33,33.81,0.039,2.01,2.05,10.22,14.07,134,42,20.57
2022-07-04 13:10:00,0.28,0.26,0.13,0.33,0.2,33.61,0.05,2.01,2.06,10.51,9.59,132.4,44,20.35
