Wood Buffalo Environmental Association - Continuous Ambient Air Quality Monitoring Program
For authorized use only
AMS29, L1, 5Mn
Exported On:,2022/08/24,11:07
Date Range:,2022/5/23,0:00,to,2022/8/23,23:00

Date/Time, SO2 (ppb), H2S (ppb), THC (ppm), NO (ppb), NO2 (ppb), NOx (ppb), PM2.5 (ug/m3), Wind Speed @ 10m (km/h), Wind Dir @ 10m (deg.), Relative Humidity (%), Temp @ 2m (deg. C)
2022-05-25 06:00:00,0.17,0.2,2.05,0.02,0.03,0.06,3.05,0.45,40.22,87,2.88
2022-05-25 06:05:00,0.11,0.17,2.04,0.04,0.03,0.07,3.09,2.13,102.4,86,3.07
2022-05-25 06:10:00,0.15,0.08,2.08,0.12,0.27,0.39,3.39,0.04,65.6,84,3.28
2022-05-25 06:15:00,0.32,0.16,2.05,0.12,0.03,0.15,3.78,0.65,108.2,84,3.65
2022-05-25 06:20:00,0.22,0.2,2.05,0.1,0.14,0.24,4.69,2.55,103.5,83,4.07
2022-05-25 06:25:00,0.08,-0.14,2.05,0.15,0.36,0.51,5.88,2.81,86.6,83,4.44
2022-05-25 06:30:00,0.13,0.05,2.05,0.06,0.26,0.31,5.62,2.83,71.8,82,4.91
2022-05-25 06:35:00,0.16,-0.01,2.02,0.06,0.24,0.29,4.44,2.96,83.4,79,5.4
2022-05-25 06:40:00,0.24,0.05,1.96,0.05,0.25,0.31,3.59,3.26,126.8,74,5.87
2022-05-25 06:45:00,0.14,0.07,1.97,0.04,0.23,0.27,3.17,4.19,119,71,6.15
2022-05-25 06:50:00,0.1,-0.05,1.99,0.03,0.21,0.24,2.97,4.17,94.4,71,6.4
2022-05-25 06:55:00,0.13,0.06,1.96,0.01,0.16,0.17,2.9,4.98,97,70,6.57
2022-05-25 07:00:00,-0.02,0.06,1.95,0.01,0.06,0.06,2.86,5.72,101,68,6.6
2022-05-25 07:05:00,0.15,-0.19,1.96,-0.01,0.09,0.08,2.91,4.93,110.1,68,6.56
2022-05-25 07:10:00,0.02,-0.09,1.93,0.01,0.03,0.04,2.95,5.47,108.6,67,6.74
2022-05-25 07:15:00,0.08,0.07,1.92,-0.02,0.07,0.05,2.93,5.06,102.3,67,6.86
2022-05-25 07:20:00,0.04,0.05,1.96,-0.02,0.08,0.06,2.89,6.27,85.8,66,7
2022-05-25 07:25:00,0.16,0.01,1.96,-0.01,0.1,0.09,2.96,5.1,101.5,66,6.98
2022-05-25 07:30:00,0.11,0.07,1.95,0,0.11,0.11,2.96,6.43,107.7,65,7.23
2022-05-25 07:35:00,0.21,0.04,1.99,0.01,0.17,0.18,2.95,5.57,114.6,64,7.67
2022-05-25 07:40:00,0.18,0.04,1.95,0.03,0.22,0.25,2.98,6.12,106.2,63,7.84
2022-05-25 07:45:00,0.07,-0.06,2.01,0.02,0.2,0.22,3.04,4.85,102.7,63,8.11
2022-05-25 07:50:00,0.07,-0.15,1.99,0.03,0.15,0.18,3.01,4.12,159.6,63,8.1
2022-05-25 07:55:00,0.07,0.02,1.96,0,0.15,0.15,2.95,4.18,165.8,63,8.11
2022-05-25 08:00:00,0.22,0.09,1.94,0.03,0.14,0.18,3.01,3.23,167.6,63,8.25
2022-05-25 08:05:00,0.1,0.02,1.93,0.02,0.12,0.15,3.03,3.46,158.9,61,9
2022-05-25 08:10:00,0.13,-0.1,1.94,0.01,0.17,0.18,2.93,5.09,180.8,60,9.14
2022-05-25 08:15:00,0.27,0.08,1.96,0.05,0.15,0.19,2.93,3.96,196.8,61,8.83
2022-05-25 08:20:00,0.16,0.04,1.98,0,0.19,0.19,3.02,6.37,86.5,60,9.45
2022-05-25 08:25:00,0.05,-0.07,1.99,-0.02,0.2,0.18,3.07,4.32,88.8,59,9.68
2022-05-25 08:30:00,0.04,0.02,1.99,0,0.12,0.11,3.09,6.54,120.6,58,10.37
2022-05-25 08:35:00,-0.07,-0.08,1.98,0,0.12,0.12,3.09,4.56,88.8,57,10.25
2022-05-25 08:40:00,0.15,-0.07,2.01,0.02,0.11,0.13,3.1,6.09,96,58,10.08
2022-05-25 08:45:00,-0.09,-0.06,1.97,0.01,0.13,0.14,3.22,5.67,118.2,59,9.89
2022-05-25 08:50:00,0.05,-0.12,1.98,0.01,0.15,0.16,3.27,4.05,103.7,59,10.19
2022-05-25 08:55:00,-0.03,0.08,1.97,0.01,0.17,0.18,3.29,3.29,147.2,59,10.2
2022-05-25 09:00:00,0.03,-0.16,1.96,0.02,0.17,0.19,3.31,4.32,100.1,59,10.26
2022-05-25 09:05:00,0.02,0.04,2.02,0.02,0.15,0.16,3.29,5.41,122.6,58,10.61
2022-05-25 09:10:00,-0.04,0.09,1.98,0.01,0.19,0.19,3.26,2.82,83.7,59,10.27
2022-05-25 09:15:00,-0.03,0.03,2.03,-0.01,0.17,0.16,3.25,4.2,135.7,59,10.27
2022-05-25 09:20:00,0.43,0,2.06,0.01,0.1,0.11,3.3,3.94,148.9,59,10.6
2022-05-25 09:25:00,0.21,0.09,2.01,0.02,0.07,0.09,3.35,6.75,98.1,57,11.16
2022-05-25 09:30:00,0.12,0.13,2.01,0,0.05,0.06,3.32,5.9,135.6,55,11.33
2022-05-25 09:35:00,0.18,-0.13,1.98,0.02,0.12,0.14,3.3,6.73,151.2,55,11.51
2022-05-25 09:40:00,0.25,0.1,1.98,0.04,0.22,0.26,3.37,6.64,138,55,11.45
2022-05-25 09:45:00,0.28,-0.18,1.96,0.07,0.14,0.21,3.44,5.22,76.72,53,12.06
2022-05-25 09:50:00,0.36,0.04,1.99,0.01,0.21,0.22,3.43,6.42,110.6,52,12.59
2022-05-25 09:55:00,0.17,-0.02,1.99,0.08,0.2,0.27,3.41,5.18,133.2,51,13.22
2022-05-25 10:00:00,0.14,0.03,1.99,0.06,0.23,0.29,3.39,6.24,74.29,50,13.14
2022-05-25 10:05:00,0.16,0.17,2,0.03,0.2,0.23,3.46,8.49,97.5,50,13.44
2022-05-25 10:10:00,0.24,0.21,2.01,0.06,0.18,0.24,3.48,9.55,53.2,50,13.38
2022-05-25 10:15:00,0.16,0.02,1.96,0.06,0.18,0.24,3.46,4.83,45.25,50,13.52
2022-05-25 10:20:00,0.23,0.1,1.97,0.04,0.18,0.21,3.49,5.01,78.04,49,13.81
2022-05-25 10:25:00,0.09,-0.12,2.02,0.06,0.18,0.24,3.53,4.97,119.9,49,14.37
2022-05-25 10:30:00,-0.09,-0.16,1.99,0.05,0.2,0.26,3.53,3.84,298.2,48,14.29
2022-05-25 10:35:00,0.1,-0.2,2.02,0.08,0.3,0.38,3.61,8.05,109.4,47,15.01
2022-05-25 10:40:00,0.28,0.05,2,0.11,0.35,0.46,3.64,5.23,60.28,46,14.99
2022-05-25 10:45:00,0.02,-0.04,1.96,0.12,0.37,0.48,3.59,9.65,99.8,47,14.77
2022-05-25 10:50:00,0.05,0.12,2.01,0.1,0.32,0.42,3.67,6.55,107.7,46,14.99
2022-05-25 10:55:00,0.07,-0.23,2.03,0.09,0.31,0.4,3.76,5.68,188.8,46,14.95
2022-05-25 11:00:00,-0.01,-0.01,1.96,0.07,0.24,0.32,3.88,5.61,62.86,46,14.83
2022-05-25 11:05:00,0.25,-0.07,1.98,0.05,0.31,0.36,3.8,8.21,143,45,15.27
2022-05-25 11:10:00,0.1,-0.07,2.03,0.02,0.25,0.27,3.69,6.91,77.23,45,15.32
2022-05-25 11:15:00,0.16,-0.06,2.03,0,0.19,0.2,3.74,9.42,68.01,44,15.62
2022-05-25 11:20:00,0.16,0.04,2.05,-0.02,0.22,0.2,3.75,7.46,99.8,43,15.85
2022-05-25 11:25:00,0.17,0.01,1.98,0.02,0.2,0.22,3.78,7.06,123.4,42,16.32
2022-05-25 11:30:00,-0.03,0.2,1.98,0,0.19,0.2,3.79,8.99,170.1,42,16.05
2022-05-25 11:35:00,0.14,0.08,2.04,-0.01,0.17,0.16,3.73,7.46,85,43,16.1
2022-05-25 11:40:00,0.31,0,1.97,0.03,0.17,0.2,3.7,7.37,101.4,42,16.34
2022-05-25 11:45:00,0.24,-0.14,1.98,0,0.18,0.18,3.72,8.17,200.1,42,15.86
2022-05-25 11:50:00,0.27,-0.17,1.99,0.02,0.17,0.19,3.79,6.3,235.6,43,15.67
2022-05-25 11:55:00,0.14,-0.08,1.98,-0.01,0.19,0.18,3.84,6.88,86.5,43,15.69
2022-05-25 12:00:00,0,-0.19,2,0.02,0.15,0.17,3.83,9.23,130,43,15.69
2022-05-25 12:05:00,0.01,-0.14,2,0,0.15,0.14,3.76,9.03,89.8,44,15.71
2022-05-25 12:10:00,0.06,-0.17,2.03,0.01,0.13,0.14,3.75,9.89,89.8,43,16.18
2022-05-25 12:15:00,0.11,-0.13,2.01,-0.01,0.19,0.17,3.78,7.5,39.13,41,16.85
2022-05-25 12:20:00,0.1,-0.04,2.02,0,0.19,0.19,3.84,9.4,68.36,40,16.79
2022-05-25 12:25:00,0.15,-0.1,1.98,0.01,0.16,0.18,3.94,8.07,88.3,42,16.28
2022-05-25 12:30:00,0.2,-0.11,2,-0.03,0.22,0.19,4,6.9,78.38,42,15.93
2022-05-25 12:35:00,0.18,-0.09,2,0,0.19,0.2,4.02,4.52,83,43,15.92
2022-05-25 12:40:00,0.21,0.01,2.01,0,0.26,0.25,4.14,5.5,47.6,45,15.72
2022-05-25 12:45:00,0.16,-0.06,1.99,-0.01,0.26,0.26,4.65,5.24,356.1,47,15.5
2022-05-25 12:50:00,0.26,0.02,1.97,0.1,0.64,0.74,4.77,4.91,17.84,49,15.23
2022-05-25 12:55:00,0.24,-0.01,1.96,0.04,0.47,0.51,4.26,5.27,47.5,49,15.19
2022-05-25 13:00:00,-0.09,0.17,2.01,0.02,0.3,0.32,4,4.44,52.72,48,15.11
2022-05-25 13:05:00,0.05,0.11,2.03,-0.01,0.29,0.27,3.93,3.17,63.59,49,15
2022-05-25 13:10:00,0.15,-0.35,2.04,0,0.26,0.26,3.84,5.46,119.6,49,14.96
2022-05-25 13:15:00,0.1,-0.08,1.96,-0.01,0.17,0.17,3.76,5.92,126.9,49,14.68
2022-05-25 13:20:00,0.26,0.17,2,-0.01,0.2,0.19,3.69,5.94,124.5,51,14.43
2022-05-25 13:25:00,0.13,-0.04,2,-0.03,0.19,0.16,3.69,4.07,135.5,51,14.28
2022-05-25 13:30:00,0.23,0.09,1.99,0,0.16,0.16,3.76,4.64,184.3,54,14.15
2022-05-25 13:35:00,0.52,0.07,2,0.09,0.71,0.8,3.75,6.04,163.6,58,13.71
2022-05-25 13:40:00,1.66,0.15,2,1.16,2.89,4.05,3.72,4.38,125,60,13.64
2022-05-25 13:45:00,1.23,0.02,1.97,0.89,1.7,2.59,3.66,4.58,231.2,55,14.93
2022-05-25 13:50:00,1.57,-0.03,1.99,1.19,2.05,3.24,3.6,8.67,303.6,51,15.23
2022-05-25 13:55:00,0.36,-0.13,1.97,0.15,0.51,0.66,3.67,13.33,348.8,49,15.61
2022-05-25 14:00:00,0.33,0.01,1.98,0.08,0.26,0.34,3.72,10.73,11.53,50,15.81
2022-05-25 14:05:00,0.47,-0.03,1.97,0.13,0.4,0.53,3.79,8.58,46.72,47,16.59
2022-05-25 14:10:00,0.48,-0.22,1.95,0.1,0.4,0.5,3.76,8.82,32.64,47,16.7
2022-05-25 14:15:00,0.52,-0.08,1.98,0.1,0.41,0.51,3.67,8.24,69.85,45,17.3
2022-05-25 14:20:00,0.32,-0.22,1.98,0.08,0.4,0.48,3.6,6.88,24.59,45,17.16
2022-05-25 14:25:00,0.34,0.03,2,0.14,0.54,0.68,3.75,8.03,22.22,47,16.47
2022-05-25 14:30:00,0.2,0.06,1.99,0.05,0.4,0.45,4.12,6.83,76.9,46,16.14
2022-05-25 14:35:00,0.07,0.11,1.98,0.05,0.41,0.46,4.04,6.71,55.51,45,15.81
2022-05-25 14:40:00,0.09,-0.09,2.01,0.11,0.52,0.63,3.71,6.47,56.67,45,16.13
2022-05-25 14:45:00,0.02,0.02,1.99,0.15,0.5,0.65,3.88,8.7,45.04,44,17.04
2022-05-25 14:50:00,0.15,-0.2,1.96,0.06,0.31,0.36,3.94,8.4,83.6,42,17.7
2022-05-25 14:55:00,0.06,0.12,2.01,0.02,0.27,0.29,3.76,9.75,95.5,40,17.61
2022-05-25 15:00:00,0.1,0.05,1.98,0.04,0.27,0.32,3.59,5.29,255.6,42,16.65
2022-05-25 15:05:00,0.37,0.07,1.99,0.02,0.28,0.3,3.61,6.91,46.07,42,16.97
2022-05-25 15:10:00,0.51,-0.06,1.97,0.03,0.3,0.32,3.61,6.15,49.11,41,17.32
2022-05-25 15:15:00,0.43,-0.22,1.97,0.02,0.27,0.29,3.64,8.72,319.5,42,16.92
2022-05-25 15:20:00,0.5,-0.05,1.97,0.02,0.29,0.3,3.71,5.66,298.1,41,17.07
2022-05-25 15:25:00,0.4,-0.21,1.99,0.07,0.38,0.45,3.97,8.13,350.9,40,17.64
2022-05-25 15:30:00,0.36,-0.17,1.97,0.04,0.4,0.43,4.52,9.61,65.43,39,17.98
2022-05-25 15:35:00,0.35,-0.03,1.98,0.03,0.28,0.31,4.5,11.45,102.5,38,18.58
2022-05-25 15:40:00,0.14,-0.09,1.98,0.02,0.31,0.33,3.9,7.9,85.9,39,17.43
2022-05-25 15:45:00,0.28,-0.06,1.97,0,0.3,0.3,3.6,4.63,32.77,40,17.22
2022-05-25 15:50:00,0.25,0.06,2.01,0.03,0.29,0.32,3.72,5.39,11.39,39,17.41
2022-05-25 15:55:00,0.23,0.05,1.99,0.01,0.3,0.32,4.03,3.37,262.9,39,17.1
2022-05-25 16:00:00,0.14,0.06,1.98,0.02,0.29,0.31,4.17,5.68,118.8,40,17.12
2022-05-25 16:05:00,0.05,-0.03,2,0.01,0.26,0.26,3.84,5.21,69.91,41,17.97
2022-05-25 16:10:00,0.29,0.06,1.99,0.02,0.2,0.22,3.46,6.52,100.4,41,18.14
2022-05-25 16:15:00,0.03,0.05,2,-0.02,0.23,0.21,3.34,10.48,90.3,43,17.25
2022-05-25 16:20:00,-0.01,-0.12,2.01,0.02,0.23,0.25,3.33,12.67,99.6,46,17.28
2022-05-25 16:25:00,0.09,-0.04,1.96,-0.01,0.15,0.14,3.28,11.5,83.1,47,16.9
2022-05-25 16:30:00,0.03,0.13,1.93,0.01,0.17,0.17,3.15,9.75,83.9,45,17.32
2022-05-25 16:35:00,0,-0.16,1.99,0,0.19,0.19,3.14,8.02,69.77,46,16.88
2022-05-25 16:40:00,-0.02,-0.13,1.98,-0.02,0.19,0.17,3.15,9.74,83.8,47,16.41
2022-05-25 16:45:00,-0.11,-0.12,1.98,0,0.17,0.17,3.2,7.6,85.4,45,17.11
2022-05-25 16:50:00,-0.04,-0.14,1.97,0.01,0.15,0.16,3.29,8.81,108.8,44,16.95
2022-05-25 16:55:00,0.07,-0.12,2.01,-0.01,0.16,0.16,3.27,9.77,93.2,47,16.14
2022-05-25 17:00:00,0.02,-0.03,1.97,-0.01,0.15,0.14,3.23,7.43,84.1,48,15.85
2022-05-25 17:05:00,0.12,0.04,1.99,-0.02,0.21,0.19,3.11,8.44,62.34,48,15.97
2022-05-25 17:10:00,0.03,0.04,2.02,0.01,0.19,0.2,3.13,6.21,74.13,47,16.03
2022-05-25 17:15:00,0.11,-0.02,2.02,0.01,0.23,0.24,3.36,7.42,42.54,46,16.16
2022-05-25 17:20:00,-0.13,0.06,2,0.01,0.27,0.28,3.47,7.8,70.19,47,15.67
2022-05-25 17:25:00,0.04,-0.08,2,0.02,0.19,0.21,3.42,5.68,57.21,48,15.51
2022-05-25 17:30:00,-0.04,-0.06,1.98,0.01,0.18,0.19,3.29,7.03,71.48,49,15.38
2022-05-25 17:35:00,0.08,0,1.98,0.03,0.15,0.18,3.19,7.21,67.6,49,15.36
2022-05-25 17:40:00,0.1,0,2,-0.01,0.13,0.13,3.15,8.18,87.9,48,15.84
2022-05-25 17:45:00,0,-0.14,1.96,-0.03,0.15,0.12,2.94,9.12,88.8,48,16.22
2022-05-25 17:50:00,0.04,0.13,1.95,0,0.13,0.12,2.64,9.35,81.2,47,16.73
2022-05-25 17:55:00,-0.2,0.07,1.95,-0.03,0.16,0.13,2.54,12.42,98.5,46,16.53
2022-05-25 18:00:00,-0.02,-0.2,1.99,-0.01,0.14,0.13,2.49,9.21,62.04,47,16.45
2022-05-25 18:05:00,-0.08,-0.23,1.99,0,0.13,0.13,2.46,12.53,69.23,46,16.65
2022-05-25 18:10:00,-0.01,-0.01,1.95,0,0.14,0.14,2.45,13.12,91.3,45,16.37
2022-05-25 18:15:00,0.01,-0.11,1.98,-0.01,0.15,0.14,2.49,11.53,87.6,44,16.14
2022-05-25 18:20:00,-0.13,-0.03,1.99,-0.02,0.16,0.15,2.54,10.7,82.5,45,15.94
2022-05-25 18:25:00,0.05,-0.28,1.99,-0.02,0.15,0.13,2.65,9.04,72.12,47,15.86
2022-05-25 18:30:00,-0.05,-0.17,1.97,-0.01,0.14,0.13,2.89,12.19,74.66,50,15.75
2022-05-25 18:35:00,0.01,-0.3,1.99,-0.02,0.14,0.12,3.09,9.75,77.68,52,15.36
2022-05-25 18:40:00,-0.27,-0.02,1.99,-0.01,0.14,0.13,3.32,9.32,71.61,55,14.61
2022-05-25 18:45:00,-0.09,0.02,1.98,-0.01,0.11,0.11,3.47,9.1,75.19,56,14.3
2022-05-25 18:50:00,-0.1,0.07,1.99,-0.02,0.12,0.1,3.45,6.76,79.5,57,14.15
2022-05-25 18:55:00,0.05,-0.15,1.96,-0.02,0.14,0.12,3.4,8.84,79.59,57,14.13
2022-05-25 19:00:00,-0.04,0.06,1.99,-0.01,0.13,0.12,3.4,7.62,75.5,58,14.14
2022-05-25 19:05:00,0.08,-0.07,2,-0.01,0.14,0.13,3.4,6.79,69.75,58,14.11
2022-05-25 19:10:00,-0.02,0.02,2,-0.02,0.14,0.12,3.4,9.06,98.4,59,14.04
2022-05-25 19:15:00,-0.14,0.01,2.02,0,0.12,0.12,3.35,13.19,102.9,58,13.86
2022-05-25 19:20:00,-0.14,0.03,1.99,-0.01,0.13,0.12,3.26,14.17,99.6,57,13.64
2022-05-25 19:25:00,-0.12,0.1,2,-0.03,0.15,0.12,3.09,10.9,100.2,57,13.49
2022-05-25 19:30:00,-0.05,0.13,1.95,-0.01,0.14,0.12,3.01,10.44,106.8,57,13.36
2022-05-25 19:35:00,-0.16,-0.01,2,0,0.12,0.12,2.94,8.74,112,60,13.23
2022-05-25 19:40:00,-0.14,0.1,2.01,-0.01,0.14,0.12,2.8,5.79,174.8,63,13.11
2022-05-25 19:45:00,-0.16,-0.01,1.99,0,0.3,0.29,2.85,4.61,258.9,68,12.63
2022-05-25 19:50:00,0.11,0.09,1.94,0.01,0.36,0.37,3.05,3.14,166.9,74,12.1
2022-05-25 19:55:00,0.17,0.07,1.93,-0.01,0.5,0.49,3.21,3.85,241.9,79,11.59
2022-05-25 20:00:00,0.16,0.13,1.93,0.01,0.56,0.57,3.28,3.37,251.8,84,11.11
2022-05-25 20:05:00,0.17,0.22,1.95,0.02,0.96,0.97,3.41,2.95,224.8,88,10.78
2022-05-25 20:10:00,0.6,0.14,1.97,0.05,2.28,2.33,3.51,1.67,220,90,10.62
2022-05-25 20:15:00,0.49,0.21,1.96,0.05,2.14,2.19,3.52,2.85,112.6,91,10.56
2022-05-25 20:20:00,0.29,0.05,1.94,0.04,1.82,1.86,3.5,3.58,118,93,10.43
2022-05-25 20:25:00,0.09,0.02,1.95,0.03,1.64,1.68,3.53,5.37,94.1,94,10.28
2022-05-25 20:30:00,0,-0.03,1.96,0.04,1.74,1.78,3.55,4.51,110.1,94,10.16
2022-05-25 20:35:00,-0.04,0.07,1.93,0.05,1.48,1.53,3.51,2.46,197.3,95,10.16
2022-05-25 20:40:00,-0.05,0.11,1.97,0.02,1.18,1.2,3.42,3.62,297.9,94,10.1
2022-05-25 20:45:00,-0.11,0.02,1.94,0.05,1.15,1.2,3.24,4.12,357.1,94,9.94
2022-05-25 20:50:00,-0.11,0.22,1.99,0.07,1.46,1.53,3.11,3.55,346.5,95,9.74
2022-05-25 20:55:00,0.08,0.22,1.95,0.06,2.03,2.09,3.16,2.94,260.1,95,9.6
2022-05-25 21:00:00,0.17,0.02,1.98,0.04,1.46,1.5,3.2,3.31,225.3,95,9.31
2022-05-25 21:05:00,0.2,0.21,1.98,0.03,2.09,2.12,3.2,1.52,256.6,96,9.15
2022-05-25 21:10:00,0.23,0.19,2.01,0.02,2.51,2.52,3.19,2.06,288.6,97,8.92
2022-05-25 21:15:00,0.08,0.18,1.89,0.02,1.59,1.61,3.22,2.19,327.7,97,8.83
2022-05-25 21:20:00,0.04,0.09,1.98,0.02,0.92,0.94,3.25,2.79,268.3,97,8.62
2022-05-25 21:25:00,0.24,0.14,1.96,0.02,0.77,0.79,3.2,2.91,246.5,98,8.46
2022-05-25 21:30:00,0.18,0.39,2.04,0.02,0.81,0.83,3.13,1.83,205.3,98,8.27
2022-05-25 21:35:00,0.21,0.14,2,0,0.88,0.88,3.1,3.86,239.2,98,8.1
2022-05-25 21:40:00,0.3,0.2,1.95,-0.02,1.03,1.02,3.05,3.4,262.8,98,7.92
2022-05-25 21:45:00,0.2,0.13,1.94,0.03,0.96,0.99,2.91,2.48,262.5,98,7.8
2022-05-25 21:50:00,0.18,0.23,1.95,0.02,0.8,0.82,2.88,2.05,292.1,98,7.6
2022-05-25 21:55:00,0.1,-0.11,1.94,0,0.74,0.74,2.98,2.15,287,98,7.53
2022-05-25 22:00:00,-9999,0,1.91,0,0.86,0.86,3.05,2.18,268,98,7.5
2022-05-25 22:05:00,-9999,0.12,1.96,0.05,0.67,0.72,3.05,2.43,247.1,98,7.34
2022-05-25 22:10:00,-9999,0.13,1.95,0.03,0.64,0.67,2.95,2.21,234.5,98,7.24
2022-05-25 22:15:00,0.06,0.12,1.96,0.03,0.57,0.6,2.79,1.55,142,99,7.12
2022-05-25 22:20:00,0.04,0.22,1.95,0.07,0.52,0.59,2.72,0.65,98,99,7.04
2022-05-25 22:25:00,0.1,0.01,1.97,0.19,2.37,2.56,2.88,2.83,287.7,99,7.1
2022-05-25 22:30:00,0.07,-0.07,1.94,0.01,0.55,0.56,2.98,2.9,248.1,99,7.13
2022-05-25 22:35:00,0.05,0.04,1.94,0.03,0.46,0.5,3.02,2.01,253.1,99,7.08
2022-05-25 22:40:00,0.07,0.24,1.93,0.07,0.89,0.96,3,2.23,7.04,99,6.89
2022-05-25 22:45:00,0.21,0.19,1.96,0.09,0.67,0.76,2.95,1.61,72.76,99,6.8
2022-05-25 22:50:00,0.2,0.12,1.99,0.03,0.54,0.57,2.88,1.91,185.6,99,6.78
2022-05-25 22:55:00,0.21,-0.05,1.98,0.04,0.36,0.4,2.85,2.29,204.7,99,6.8
2022-05-25 23:00:00,0.35,0.17,2,0.07,0.3,0.37,2.84,1.19,227.3,99,6.85
2022-05-25 23:05:00,0.22,0.15,1.98,0.06,0.31,0.37,2.71,0.93,222.3,99,6.87
2022-05-25 23:10:00,0.08,0.01,1.95,0.03,0.38,0.41,2.75,1.75,217.7,99,6.98
2022-05-25 23:15:00,0.16,0.15,2.02,0.07,0.39,0.46,2.99,0.32,210.7,99,7
2022-05-25 23:20:00,0.2,0.12,1.99,0.01,0.53,0.54,3.08,3.03,241.9,99,7
2022-05-25 23:25:00,0.12,0.02,2,0.01,0.5,0.51,3.12,3.17,248.3,99,6.97
2022-05-25 23:30:00,0.12,-0.06,1.96,0.02,0.44,0.46,3.21,3.43,258.6,99,7.07
2022-05-25 23:35:00,0,0.18,1.97,0.02,0.37,0.38,3.28,2.24,215.7,99,7.1
2022-05-25 23:40:00,0.21,0.14,1.98,0.05,0.3,0.35,3.33,1.48,145.2,99,7.03
2022-05-25 23:45:00,0.11,0.14,2.01,0.06,0.24,0.3,3.3,0.8,139.5,99,6.8
2022-05-25 23:50:00,-0.06,0.2,2.03,0.07,0.21,0.27,3.15,1.16,31.31,99,6.8
2022-05-25 23:55:00,0.04,0.06,2.01,0.03,0.25,0.29,2.97,1.83,344.8,99,6.8
2022-05-26 00:00:00,-0.03,-0.05,1.99,0.06,0.24,0.3,2.96,2.68,275,99,6.83
2022-05-26 00:05:00,0.1,0.06,1.98,0,0.37,0.36,3.11,3.32,278.5,99,6.98
2022-05-26 00:10:00,0,0.22,1.96,0.08,0.2,0.28,3.24,2.2,249.4,99,7
2022-05-26 00:15:00,0.14,0.3,2,0.16,0.27,0.42,3.23,0.08,243.7,99,7
2022-05-26 00:20:00,0.25,-0.13,1.96,0.13,0.2,0.34,3.15,0.83,244.5,99,6.92
2022-05-26 00:25:00,0.31,-0.16,1.95,0.11,0.2,0.31,3.14,0,0,99,6.87
2022-05-26 00:30:00,0.26,0,1.98,0.02,0.3,0.32,3.2,1.04,169.6,99,6.91
2022-05-26 00:35:00,0.37,0,1.98,0.06,0.2,0.26,3.28,0.92,149.1,99,7
2022-05-26 00:40:00,0.14,-0.02,1.99,0.06,0.14,0.2,3.22,1.43,48.9,99,6.88
2022-05-26 00:45:00,-0.02,0.08,1.97,0.08,0.19,0.28,3.1,0.56,274.3,99,6.8
2022-05-26 00:50:00,0.11,0.17,2,0.12,0.18,0.3,3.06,0.03,270.7,99,6.8
2022-05-26 00:55:00,0.01,0.09,1.98,0.08,0.19,0.27,3.09,0.55,123.2,99,6.9
2022-05-26 01:00:00,0.05,0.05,1.97,0.09,0.2,0.29,3.12,0,0,99,6.9
2022-05-26 01:05:00,0.21,0.01,2.01,Z/S,Z/S,Z/S,3.13,0,0,99,6.9
2022-05-26 01:10:00,-0.02,-0.02,2.02,Z/S,Z/S,Z/S,3.1,1.63,153.2,99,6.9
2022-05-26 01:15:00,0.04,0.13,2.02,Z/S,Z/S,Z/S,3.1,2.77,213.5,99,6.98
2022-05-26 01:20:00,-0.17,0.1,2.05,Z/S,Z/S,Z/S,3.28,2.58,207.6,99,7.06
2022-05-26 01:25:00,-0.23,0.07,2.01,Z/S,Z/S,Z/S,3.41,3.48,133.7,99,7.13
2022-05-26 01:30:00,-0.04,0.14,2.01,Z/S,Z/S,Z/S,3.44,3.77,109,99,7.09
2022-05-26 01:35:00,-0.09,-0.03,2.01,Z/S,Z/S,Z/S,3.42,2.38,77.34,99,6.75
2022-05-26 01:40:00,-0.08,0.21,2,Z/S,Z/S,Z/S,3.31,2,62.92,99,6.75
2022-05-26 01:45:00,-0.07,0.01,1.98,Z/S,Z/S,Z/S,3.26,3.29,64.78,99,7.02
2022-05-26 01:50:00,-0.1,0.21,1.99,Z/S,Z/S,Z/S,3.34,2.83,15.75,99,6.98
2022-05-26 01:55:00,0.04,0.22,1.98,Z/S,Z/S,Z/S,3.45,2.49,351,99,7.12
2022-05-26 02:00:00,-0.11,0.14,2.01,Z/S,Z/S,Z/S,3.52,2.65,314.3,99,7.1
2022-05-26 02:05:00,-0.16,0.01,2.03,0.02,0.32,0.34,3.66,2.16,299.6,99,6.94
2022-05-26 02:10:00,-0.14,-0.1,1.99,0.03,0.22,0.25,3.63,2.59,267.7,99,6.93
2022-05-26 02:15:00,-0.09,0.06,1.95,0.02,0.17,0.19,3.5,2.1,158.3,99,7.12
2022-05-26 02:20:00,0.05,0.14,1.93,0.04,0.11,0.15,3.54,1.77,119.3,99,7.1
2022-05-26 02:25:00,0.04,0.02,1.94,0.04,0.16,0.19,3.65,1.71,108.2,99,7.05
2022-05-26 02:30:00,0.11,0.06,1.94,0.01,0.1,0.11,3.74,1.5,63.09,99,6.89
2022-05-26 02:35:00,0.08,-0.02,1.93,0.04,0.06,0.1,3.68,1.89,55.15,99,6.83
2022-05-26 02:40:00,-0.03,0.15,1.93,0.05,0.06,0.11,3.64,2.39,73.87,99,6.69
2022-05-26 02:45:00,0.14,0.22,1.96,0.06,0.08,0.14,3.65,2.66,69.01,99,6.67
